title,clip_score,blip2_vqa_score,blip2_itc_score,blip2_itm_score,unidet_score,aesthetics_score
ours,20.694570266723634,-0.36458375074435023,0.1850002953708172,0.013339550578228198,0.41150013060959156,6.906788292407989
