title,clip_score,blip2_vqa_score,blip2_itc_score,blip2_itm_score,unidet_score,aesthetics_score
ours,21.012752215385436,-0.33913540457375346,0.18933849222958088,0.01551748868858985,0.435945233475036,6.972171483516693
