title,clip_score,blip2_vqa_score,blip2_itc_score,blip2_itm_score,unidet_score,aesthetics_score
ours,20.900905269622804,-0.27526709069497884,0.19259416410326957,0.015448730037820801,0.42752275194631884,6.975104043483734
