title,clip_score,blip2_vqa_score,blip2_itc_score,blip2_itm_score,unidet_score,aesthetics_score
ours,21.21684397983551,-0.24358711615949868,0.19777835194766522,0.017880128038427832,0.44837831363103886,7.066088452816009
