title,clip_score,blip2_vqa_score,blip2_itc_score,blip2_itm_score,unidet_score,aesthetics_score
mode1,18.20519294011593,-0.505186783404788,0.16408942552655936,0.006491036504819152,0.2649579503183066,6.116685721099377
llama,18.10918190264702,-0.5274594849227578,0.15782511164061724,0.0037965019957358717,0.18529868031997584,6.456068417489528
gpt4,18.003768312692642,-0.5023318240069202,0.16023498255945742,0.004460266383805272,0.2504168687806638,6.446386718571186
beautiful_prompt,18.004390445947646,-0.4451758962644963,0.15429234232567252,0.0016409891799769925,0.11937996074873143,7.002596546888351
magic_prompt,18.550650686502458,-0.47851149779884145,0.15521148832142354,0.0032007954488097977,0.19424884808009044,7.000579199373722
mode3 iter1,18.0098414952755,-0.5190059132810566,0.16117357465066015,0.004918175785764826,0.22581149604608539,6.068997316420078
mode3 iter2,17.970306198358536,-0.5169466098665726,0.1605942515730858,0.0035736175623754347,0.21787098988171152,6.063451078057289
mode3 iter3,17.96541893863678,-0.5155867563840584,0.15995911893807352,0.003948314172891667,0.21906547805976614,6.099204116821289
